Date,OFZ_26211
2015-08-10,820.9
2015-08-11,813.5
2015-08-12,814.998
2015-08-13,816.0
2015-08-17,812.5
2015-08-18,812.5
2015-08-19,807.6
2015-08-20,802.0
2015-08-21,778.78
2015-08-24,775.5
2015-08-25,780.93
2015-08-26,779.9
2015-08-27,784.5
2015-08-28,785.009
2015-08-31,785.0
2015-09-01,785.0
2015-09-02,789.0
2015-09-03,789.4
2015-09-04,790.0
2015-09-07,783.5
2015-09-09,788.899
2015-09-10,788.0
2015-09-11,789.0
2015-09-14,789.0
2015-09-15,798.0
2015-09-16,799.5
2015-09-18,799.5
2015-09-21,804.998
2015-09-22,802.0
2015-09-23,802.0
2015-09-24,800.0
2015-09-25,806.0
2015-09-28,807.0
2015-09-29,809.63
2015-09-30,809.667
2015-10-01,809.667
2015-10-05,818.984
2015-10-06,831.9
2015-10-07,840.0
2015-10-08,837.971
2015-10-09,843.709
2015-10-12,843.709
2015-10-13,838.8
2015-10-14,834.3
2015-10-15,850.523
2015-10-16,852.212
2015-10-19,855.0
2015-10-20,854.5
2015-10-21,853.5
2015-10-22,856.0
2015-10-23,859.001
2015-10-26,857.0
2015-10-27,858.999
2015-10-28,855.5
2015-10-29,855.012
2015-10-30,859.0
2015-11-02,859.9
2015-11-03,867.0
2015-11-05,879.53
2015-11-06,873.0
2015-11-09,878.699
2015-11-10,872.986
2015-11-11,880.0
2015-11-12,865.0
2015-11-13,864.0
2015-11-16,870.0
2015-11-17,866.5
2015-11-18,871.999
2015-11-19,879.998
2015-11-20,875.0
2015-11-23,870.0
2015-11-24,864.0
2015-11-25,863.4
2015-11-26,865.0
2015-11-27,869.5
2015-11-30,867.5
2015-12-01,870.0
2015-12-02,873.9
2015-12-03,867.99
2015-12-04,866.5
2015-12-07,860.001
2015-12-08,860.0
2015-12-09,865.5
2015-12-10,865.0
2015-12-11,862.5
2015-12-14,859.9
2015-12-15,860.0
2015-12-16,862.5
2015-12-17,867.399
2015-12-18,864.7
2015-12-21,860.8
2015-12-22,859.1
2015-12-23,863.367
2015-12-24,867.13
2015-12-25,871.5
2015-12-28,865.135
2015-12-29,873.496
2015-12-30,868.501
2016-01-04,873.998
2016-01-05,871.168
2016-01-06,877.0
2016-01-11,855.007
2016-01-12,841.501
2016-01-13,845.205
2016-01-14,842.493
2016-01-15,835.399
2016-01-18,834.498
2016-01-19,838.6
2016-01-20,824.0
2016-01-21,825.998
2016-01-22,840.0
2016-01-25,837.805
2016-01-26,843.0
2016-01-27,848.0
2016-01-28,853.7
2016-01-29,854.9
2016-02-01,846.042
2016-02-02,840.6
2016-02-03,847.5
2016-02-04,854.499
2016-02-05,852.95
2016-02-08,848.493
2016-02-09,844.9
2016-02-10,848.0
2016-02-11,844.0
2016-02-12,848.945
2016-02-15,854.0
2016-02-16,849.233
2016-02-17,853.856
2016-02-18,862.5
2016-02-19,862.9
2016-02-20,864.831
2016-02-24,862.6
2016-02-25,874.214
2016-02-26,876.0
2016-02-29,877.5
2016-03-01,890.01
2016-03-02,891.4
2016-03-03,893.0
2016-03-04,897.492
2016-03-07,895.5
2016-03-09,897.199
2016-03-10,893.25
2016-03-11,891.012
2016-03-14,887.325
2016-03-15,884.5
2016-03-16,888.5
2016-03-17,899.9
2016-03-18,906.5
2016-03-21,907.0
2016-03-22,906.996
2016-03-23,899.882
2016-03-24,894.122
2016-03-25,897.8
2016-03-28,898.775
2016-03-29,895.44
2016-03-30,901.95
2016-03-31,900.8
2016-04-01,900.1
2016-04-04,902.0
2016-04-05,897.0
2016-04-06,898.5
2016-04-07,895.681
2016-04-08,898.644
2016-04-11,897.7
2016-04-12,900.0
2016-04-13,897.801
2016-04-14,898.64
2016-04-15,896.7
2016-04-18,897.905
2016-04-19,897.668
2016-04-20,899.501
2016-04-21,901.1
2016-04-22,900.499
2016-04-25,897.352
2016-04-26,898.696
2016-04-27,897.5
2016-04-28,905.107
2016-04-29,913.0
2016-05-04,908.28
2016-05-05,909.806
2016-05-06,906.031
2016-05-10,908.667
2016-05-11,912.01
2016-05-12,914.979
2016-05-13,915.995
2016-05-16,915.0
2016-05-17,914.0
2016-05-18,910.5
2016-05-19,905.5
2016-05-20,908.106
2016-05-23,910.0
2016-05-24,906.315
2016-05-25,907.511
2016-05-26,908.608
2016-05-27,908.0
2016-05-30,906.301
2016-05-31,907.4
2016-06-01,902.17
2016-06-02,901.5
2016-06-03,907.1
2016-06-06,914.003
2016-06-07,915.2
2016-06-08,918.5
2016-06-09,916.93
2016-06-10,922.156
2016-06-14,915.001
2016-06-15,914.434
2016-06-16,913.323
2016-06-17,917.0
2016-06-20,922.01
2016-06-21,922.0
2016-06-22,923.0
2016-06-23,926.0
2016-06-24,921.999
2016-06-27,923.511
2016-06-28,929.284
2016-06-29,926.002
2016-06-30,935.453
2016-07-01,941.238
2016-07-04,936.751
2016-07-05,929.999
2016-07-06,927.751
2016-07-07,926.981
2016-07-08,923.5
2016-07-11,928.006
2016-07-12,929.51
2016-07-13,928.099
2016-07-14,928.099
2016-07-15,928.451
2016-07-18,925.961
2016-07-19,925.64
2016-07-20,922.5
2016-07-21,924.962
2016-07-22,920.495
2016-07-25,919.5
2016-07-26,923.0
2016-07-27,922.429
2016-07-28,927.5
2016-07-29,929.002
2016-08-01,929.0
2016-08-02,926.6
2016-08-03,925.986
2016-08-04,928.71
2016-08-05,931.7
2016-08-08,936.51
2016-08-09,937.5
2016-08-10,936.024
2016-08-11,938.943
2016-08-12,935.999
2016-08-15,936.455
2016-08-16,935.502
2016-08-17,934.41
2016-08-18,934.56
2016-08-19,936.0
2016-08-22,934.4
2016-08-23,936.01
2016-08-24,935.99
2016-08-25,936.511
2016-08-26,939.941
2016-08-29,936.101
2016-08-30,937.301
2016-08-31,941.39
2016-09-01,942.496
2016-09-02,943.105
2016-09-05,944.783
2016-09-06,945.575
2016-09-07,949.509
2016-09-08,952.976
2016-09-09,946.012
2016-09-12,943.501
2016-09-13,948.402
2016-09-14,947.003
2016-09-15,947.5
2016-09-16,939.502
2016-09-19,937.515
2016-09-20,938.0
2016-09-21,943.0
2016-09-22,944.997
2016-09-23,940.0
2016-09-26,941.996
2016-09-27,940.92
2016-09-28,937.151
2016-09-29,944.0
2016-09-30,940.991
2016-10-03,946.6
2016-10-04,944.51
2016-10-05,942.001
2016-10-06,940.7
2016-10-07,936.0
2016-10-10,935.063
2016-10-11,935.51
2016-10-12,932.885
2016-10-13,933.873
2016-10-14,934.787
2016-10-17,925.01
2016-10-18,927.849
2016-10-19,936.999
2016-10-20,932.501
2016-10-21,936.002
2016-10-24,935.003
2016-10-25,934.001
2016-10-26,930.427
2016-10-27,928.439
2016-10-28,926.011
2016-10-31,925.011
2016-11-01,925.02
2016-11-02,924.0
2016-11-03,927.366
2016-11-07,932.5
2016-11-08,932.127
2016-11-09,930.983
2016-11-10,921.167
2016-11-11,916.343
2016-11-14,917.908
2016-11-15,921.188
2016-11-16,917.738
2016-11-17,922.5
2016-11-18,922.505
2016-11-21,924.637
2016-11-22,923.502
2016-11-23,918.087
2016-11-24,924.477
2016-11-25,917.025
2016-11-28,921.041
2016-11-29,918.51
2016-11-30,919.482
2016-12-01,922.989
2016-12-02,923.5
2016-12-05,923.603
2016-12-06,927.989
2016-12-07,932.496
2016-12-08,934.394
2016-12-09,936.002
2016-12-12,941.823
2016-12-13,941.64
2016-12-14,943.999
2016-12-15,940.51
2016-12-16,941.499
2016-12-19,941.499
2016-12-20,938.71
2016-12-21,940.01
2016-12-22,941.701
2016-12-23,941.511
2016-12-26,940.004
2016-12-27,940.003
2016-12-28,944.73
2016-12-29,943.004
2016-12-30,945.861
2017-01-04,946.0
2017-01-05,946.0
2017-01-06,952.595
2017-01-09,953.613
2017-01-10,957.495
2017-01-11,953.008
2017-01-12,960.0
2017-01-13,961.995
2017-01-16,958.057
2017-01-17,960.0
2017-01-18,958.169
2017-01-19,958.512
2017-01-20,960.362
2017-01-23,960.0
2017-01-24,957.11
2017-01-25,952.978
2017-01-26,949.848
2017-01-27,955.012
2017-01-30,955.29
2017-01-31,956.0
2017-02-01,958.017
2017-02-02,957.577
2017-02-03,957.5
2017-02-06,958.002
2017-02-07,954.5
2017-02-08,954.787
2017-02-09,956.651
2017-02-10,958.0
2017-02-13,955.315
2017-02-14,955.711
2017-02-15,953.999
2017-02-16,946.502
2017-02-17,944.002
2017-02-20,943.771
2017-02-21,944.501
2017-02-22,940.005
2017-02-24,946.955
2017-02-27,941.714
2017-02-28,939.843
2017-03-01,940.0
2017-03-02,940.96
2017-03-03,943.001
2017-03-06,944.503
2017-03-07,944.641
2017-03-09,946.003
2017-03-10,946.28
2017-03-13,950.503
2017-03-14,952.001
2017-03-15,955.5
2017-03-16,958.5
2017-03-17,958.5
2017-03-20,958.502
2017-03-21,960.0
2017-03-22,959.0
2017-03-23,959.2
2017-03-24,957.502
2017-03-27,959.502
2017-03-28,961.071
2017-03-29,961.501
2017-03-30,964.999
2017-03-31,962.534
2017-04-03,961.086
2017-04-04,960.1
2017-04-05,963.004
2017-04-06,965.004
2017-04-07,961.11
2017-04-10,961.0
2017-04-11,959.103
2017-04-12,958.002
2017-04-13,962.0
2017-04-14,962.0
2017-04-17,962.0
2017-04-18,960.501
2017-04-19,962.001
2017-04-20,966.0
2017-04-21,968.5
2017-04-24,970.522
2017-04-25,969.501
2017-04-26,968.115
2017-04-27,967.776
2017-04-28,974.001
2017-05-02,975.013
2017-05-03,972.502
2017-05-04,969.101
2017-05-05,970.0
2017-05-10,974.764
2017-05-11,975.233
2017-05-12,977.72
2017-05-15,979.118
2017-05-16,975.514
2017-05-17,971.602
2017-05-18,969.4
2017-05-19,975.485
2017-05-22,975.03
2017-05-23,972.57
2017-05-24,971.5
2017-05-25,970.02
2017-05-26,967.14
2017-05-29,968.51
2017-05-30,966.78
2017-05-31,966.02
2017-06-01,971.42
2017-06-02,971.63
2017-06-05,970.0
2017-06-06,970.0
2017-06-07,969.11
2017-06-08,969.03
2017-06-09,970.51
2017-06-13,973.96
2017-06-14,971.46
2017-06-15,967.86
2017-06-16,961.13
2017-06-19,960.05
2017-06-20,960.84
2017-06-21,961.93
2017-06-22,961.78
2017-06-23,963.52
2017-06-26,966.47
2017-06-27,965.0
2017-06-28,964.01
2017-06-29,963.01
2017-06-30,964.92
2017-07-03,965.0
2017-07-04,964.91
2017-07-05,962.28
2017-07-06,959.0
2017-07-07,959.02
2017-07-10,960.0
2017-07-11,958.5
2017-07-12,959.94
2017-07-13,961.0
2017-07-14,962.8
2017-07-17,963.09
2017-07-18,964.48
2017-07-19,961.57
2017-07-20,962.51
2017-07-21,960.54
2017-07-24,959.99
2017-07-25,960.77
2017-07-26,961.01
2017-07-27,962.5
2017-07-28,961.49
2017-07-31,961.01
2017-08-01,961.2
2017-08-02,961.63
2017-08-03,962.51
2017-08-04,966.52
2017-08-07,966.52
2017-08-08,965.95
2017-08-09,966.77
2017-08-10,966.04
2017-08-11,965.53
2017-08-14,968.5
2017-08-15,966.63
2017-08-16,969.4
2017-08-17,969.99
2017-08-18,969.99
2017-08-21,970.0
2017-08-22,969.5
2017-08-23,969.67
2017-08-24,969.8
2017-08-25,970.01
2017-08-28,969.13
2017-08-29,968.25
2017-08-30,969.95
2017-08-31,971.51
2017-09-01,975.0
2017-09-04,977.09
2017-09-05,979.52
2017-09-06,980.54
2017-09-07,980.94
2017-09-08,979.7
2017-09-11,979.66
2017-09-12,981.3
2017-09-13,980.03
2017-09-14,979.54
2017-09-15,981.99
2017-09-18,979.44
2017-09-19,978.55
2017-09-20,980.51
2017-09-21,980.3
2017-09-22,980.02
2017-09-25,979.0
2017-09-26,978.72
2017-09-27,976.44
2017-09-28,975.32
2017-09-29,978.01
2017-10-02,977.65
2017-10-03,978.45
2017-10-04,977.37
2017-10-05,981.12
2017-10-06,981.5
2017-10-09,982.0
2017-10-10,983.51
2017-10-11,985.98
2017-10-12,988.0
2017-10-13,988.7
2017-10-16,988.78
2017-10-17,987.54
2017-10-18,989.32
2017-10-19,989.96
2017-10-20,989.77
2017-10-23,989.0
2017-10-24,988.59
2017-10-25,987.22
2017-10-26,989.03
2017-10-27,984.11
2017-10-30,985.05
2017-10-31,986.05
2017-11-01,986.0
2017-11-02,985.41
2017-11-03,984.03
2017-11-07,984.11
2017-11-08,982.31
2017-11-09,982.02
2017-11-10,981.34
2017-11-13,979.78
2017-11-14,978.3
2017-11-15,980.0
2017-11-16,981.4
2017-11-17,982.51
2017-11-20,981.56
2017-11-21,983.78
2017-11-22,985.23
2017-11-23,985.0
2017-11-24,984.51
2017-11-27,984.73
2017-11-28,986.93
2017-11-29,986.0
2017-11-30,985.03
2017-12-01,987.51
2017-12-04,986.11
2017-12-05,989.0
2017-12-06,987.47
2017-12-07,989.31
2017-12-08,988.94
2017-12-11,989.68
2017-12-12,991.03
2017-12-13,991.06
2017-12-14,991.51
2017-12-15,994.04
2017-12-18,997.99
2017-12-19,996.97
2017-12-20,999.84
2017-12-21,998.93
2017-12-22,999.33
2017-12-25,999.78
2017-12-26,999.35
2017-12-27,1000.01
2017-12-28,1000.03
2017-12-29,1000.4
2018-01-03,1001.09
2018-01-04,1004.88
2018-01-05,1004.99
2018-01-09,1005.5
2018-01-10,1004.08
2018-01-11,1003.21
2018-01-12,1006.49
2018-01-15,1005.53
2018-01-16,1005.01
2018-01-17,1004.06
2018-01-18,1005.01
2018-01-19,1005.41
2018-01-22,1005.22
2018-01-23,1005.7
2018-01-24,1007.5
2018-01-25,1006.08
2018-01-26,1004.0
2018-01-29,1003.57
2018-01-30,1006.5
2018-01-31,1008.7
2018-02-01,1009.67
2018-02-02,1010.0
2018-02-05,1012.42
2018-02-06,1011.0
2018-02-07,1015.0
2018-02-08,1015.0
2018-02-09,1016.0
2018-02-12,1017.0
2018-02-13,1015.77
2018-02-14,1016.61
2018-02-15,1019.0
2018-02-16,1021.0
2018-02-19,1020.26
2018-02-20,1018.84
2018-02-21,1022.22
2018-02-22,1022.5
2018-02-26,1024.0
2018-02-27,1022.51
2018-02-28,1022.5
2018-03-01,1020.71
2018-03-02,1020.32
2018-03-05,1021.7
2018-03-06,1020.78
2018-03-07,1022.5
2018-03-09,1024.09
2018-03-12,1023.95
2018-03-13,1024.48
2018-03-14,1022.52
2018-03-15,1020.0
2018-03-16,1020.01
2018-03-19,1021.28
2018-03-20,1021.87
2018-03-21,1024.5
2018-03-22,1026.87
2018-03-23,1027.12
2018-03-26,1029.12
2018-03-27,1027.5
2018-03-28,1025.9
2018-03-29,1026.0
2018-03-30,1027.45
2018-04-02,1026.5
2018-04-03,1025.5
2018-04-04,1024.97
2018-04-05,1025.0
2018-04-06,1023.22
2018-04-09,1014.08
2018-04-10,999.88
2018-04-11,995.01
2018-04-12,1007.48
2018-04-13,1001.73
2018-04-16,1000.25
2018-04-17,1004.8
2018-04-18,1005.7
2018-04-19,1009.48
2018-04-20,1009.79
2018-04-23,1007.09
2018-04-24,1009.02
2018-04-25,1009.32
2018-04-26,1009.99
2018-04-27,1012.45
2018-04-28,1010.68
2018-04-30,1014.56
2018-05-02,1011.15
2018-05-03,1011.5
2018-05-04,1011.5
2018-05-07,1007.76
2018-05-08,1011.95
2018-05-10,1010.0
2018-05-11,1011.05
2018-05-14,1009.99
2018-05-15,1010.49
2018-05-16,1006.05
2018-05-17,1009.5
2018-05-18,1009.56
2018-05-21,1008.3
2018-05-22,1010.69
2018-05-23,1009.2
2018-05-24,1010.98
2018-05-25,1009.0
2018-05-28,1010.87
2018-05-29,1008.99
2018-05-30,1009.99
2018-05-31,1009.98
2018-06-01,1009.47
2018-06-04,1009.59
2018-06-05,1006.9
2018-06-06,1007.95
2018-06-07,1006.1
2018-06-08,1003.5
2018-06-09,1002.15
2018-06-11,1005.86
2018-06-13,1001.11
2018-06-14,1001.52
2018-06-15,993.05
2018-06-18,984.91
2018-06-19,980.43
2018-06-20,983.56
2018-06-21,984.81
2018-06-22,986.02
2018-06-25,986.57
2018-06-26,984.2
2018-06-27,984.5
2018-06-28,984.5
2018-06-29,986.04
2018-07-02,987.12
2018-07-03,987.51
2018-07-04,988.02
2018-07-05,990.51
2018-07-06,990.02
2018-07-09,993.71
2018-07-10,995.59
2018-07-11,996.5
2018-07-12,996.5
2018-07-13,996.51
2018-07-16,996.53
2018-07-17,993.14
2018-07-18,991.76
2018-07-19,992.07
2018-07-20,992.04
2018-07-23,992.35
2018-07-24,993.69
2018-07-25,990.98
2018-07-26,989.56
2018-07-27,988.0
2018-07-30,987.01
2018-07-31,989.29
2018-08-01,987.59
2018-08-02,984.02
2018-08-03,983.51
2018-08-06,981.2
2018-08-07,982.0
2018-08-08,973.84
2018-08-09,972.98
2018-08-10,966.46
2018-08-13,962.88
2018-08-14,960.0
2018-08-15,957.0
2018-08-16,956.88
2018-08-17,950.55
2018-08-20,952.35
2018-08-21,958.19
2018-08-22,958.23
2018-08-23,954.99
2018-08-24,958.37
2018-08-27,955.05
2018-08-28,954.04
2018-08-29,954.13
2018-08-30,954.88
2018-08-31,955.54
2018-09-03,958.33
2018-09-04,952.97
2018-09-05,952.57
2018-09-06,942.0
2018-09-07,942.45
2018-09-10,941.97
2018-09-11,949.99
2018-09-12,953.05
2018-09-13,957.47
2018-09-14,954.5
2018-09-17,952.01
2018-09-18,955.51
2018-09-19,959.02
2018-09-20,958.99
2018-09-21,959.23
2018-09-24,962.98
2018-09-25,963.79
2018-09-26,961.8
2018-09-27,964.0
2018-09-28,966.95
2018-10-01,965.03
2018-10-02,967.0
2018-10-03,963.81
2018-10-04,957.62
2018-10-05,956.22
2018-10-08,958.59
2018-10-09,957.1
2018-10-10,955.5
2018-10-11,956.0
2018-10-12,958.1
2018-10-15,961.95
2018-10-16,960.03
2018-10-17,961.12
2018-10-18,960.0
2018-10-19,958.54
2018-10-22,962.49
2018-10-23,961.02
2018-10-24,960.05
2018-10-25,958.73
2018-10-26,960.98
2018-10-29,959.76
2018-10-30,958.84
2018-10-31,962.58
2018-11-01,959.17
2018-11-02,960.96
2018-11-06,959.63
2018-11-07,959.24
2018-11-08,953.58
2018-11-09,951.48
2018-11-12,948.49
2018-11-13,949.9
2018-11-14,958.39
2018-11-15,959.25
2018-11-16,959.19
2018-11-19,958.4
2018-11-20,957.5
2018-11-21,956.86
2018-11-22,957.3
2018-11-23,956.5
2018-11-26,951.15
2018-11-27,957.0
2018-11-28,957.0
2018-11-29,959.15
2018-11-30,963.0
2018-12-03,962.0
2018-12-04,961.03
2018-12-05,957.21
2018-12-06,959.95
2018-12-07,959.99
2018-12-10,960.95
2018-12-11,959.51
2018-12-12,959.1
2018-12-13,959.5
2018-12-14,958.19
2018-12-17,958.0
2018-12-18,956.36
2018-12-19,955.52
2018-12-20,957.5
2018-12-21,955.82
2018-12-24,956.35
2018-12-25,958.38
2018-12-26,956.2
2018-12-27,959.52
2018-12-28,958.9
2018-12-29,960.4
2019-01-03,962.7
2019-01-04,961.44
2019-01-08,962.89
2019-01-09,964.71
2019-01-10,965.11
2019-01-11,967.9
2019-01-14,966.0
2019-01-15,968.61
2019-01-16,970.5
2019-01-17,968.21
2019-01-18,970.98
2019-01-21,969.11
2019-01-22,968.13
2019-01-23,968.01
2019-01-24,970.86
2019-01-25,968.68
2019-01-28,971.38
2019-01-29,969.02
2019-01-30,968.96
2019-01-31,972.68
2019-02-01,972.35
2019-02-04,972.0
2019-02-05,972.62
2019-02-06,974.0
2019-02-07,972.08
2019-02-08,971.47
2019-02-11,971.51
2019-02-12,971.7
2019-02-13,971.98
2019-02-14,965.5
2019-02-15,969.21
2019-02-18,968.74
2019-02-19,968.24
2019-02-20,968.81
2019-02-21,969.11
2019-02-22,969.5
2019-02-25,969.51
2019-02-26,968.91
2019-02-27,968.0
2019-02-28,969.99
2019-03-01,969.47
2019-03-04,969.98
2019-03-05,969.23
2019-03-06,969.8
2019-03-07,970.95
2019-03-11,970.44
2019-03-12,970.65
2019-03-13,970.84
2019-03-14,970.1
2019-03-15,971.9
2019-03-18,973.97
2019-03-19,973.43
2019-03-20,973.99
2019-03-21,974.5
2019-03-22,973.03
2019-03-25,975.1
2019-03-26,975.0
2019-03-27,973.18
2019-03-28,972.21
2019-03-29,972.55
2019-04-01,972.41
2019-04-02,971.73
2019-04-03,972.22
2019-04-04,972.02
2019-04-05,973.78
2019-04-08,975.36
2019-04-09,974.81
2019-04-10,976.49
2019-04-11,976.5
2019-04-12,975.91
2019-04-15,976.4
2019-04-16,975.53
2019-04-17,975.53
2019-04-18,975.51
2019-04-19,975.71
2019-04-22,975.78
2019-04-23,976.43
2019-04-24,974.87
2019-04-25,974.01
2019-04-26,976.01
2019-04-29,978.0
2019-04-30,977.55
2019-05-02,978.69
2019-05-03,979.09
2019-05-06,978.05
2019-05-07,977.53
2019-05-08,978.78
2019-05-10,978.0
2019-05-13,978.01
2019-05-14,977.5
2019-05-15,978.43
2019-05-16,980.96
2019-05-17,981.9
2019-05-20,982.98
2019-05-21,982.03
2019-05-22,985.15
2019-05-23,983.69
2019-05-24,984.5
2019-05-27,983.69
2019-05-28,983.63
2019-05-29,983.72
2019-05-30,984.99
2019-05-31,984.01
2019-06-03,984.2
2019-06-04,985.63
2019-06-05,986.93
2019-06-06,987.5
2019-06-07,988.89
2019-06-10,989.3
2019-06-11,989.79
2019-06-13,989.28
2019-06-14,991.4
2019-06-17,990.5
2019-06-18,992.06
2019-06-19,995.01
2019-06-20,998.99
2019-06-21,994.56
2019-06-24,995.14
2019-06-25,996.0
2019-06-26,995.0
2019-06-27,995.47
2019-06-28,995.0
2019-07-01,995.9
2019-07-02,996.02
2019-07-03,996.49
2019-07-04,996.9
2019-07-05,997.02
2019-07-08,998.95
2019-07-09,998.99
2019-07-10,999.93
2019-07-11,1000.4
2019-07-12,999.0
2019-07-15,999.06
2019-07-16,999.91
2019-07-17,999.41
2019-07-18,999.8
2019-07-19,1000.11
2019-07-22,1002.0
2019-07-23,1002.5
2019-07-24,1003.5
2019-07-25,1005.01
2019-07-26,1003.5
2019-07-29,1003.8
2019-07-30,1003.0
2019-07-31,1003.48
2019-08-01,1003.48
2019-08-02,999.01
2019-08-05,1001.4
2019-08-06,1001.01
2019-08-07,1001.5
2019-08-08,1002.0
2019-08-09,1002.79
2019-08-12,1001.75
2019-08-13,1002.44
2019-08-14,1002.0
2019-08-15,1001.83
2019-08-16,1001.86
2019-08-19,1002.0
2019-08-20,1003.3
2019-08-21,1004.33
2019-08-22,1005.19
2019-08-23,1007.49
2019-08-26,1006.31
2019-08-27,1006.0
2019-08-28,1006.58
2019-08-29,1008.99
2019-08-30,1010.06
2019-09-02,1010.17
2019-09-03,1010.9
2019-09-04,1011.9
2019-09-05,1011.97
2019-09-06,1011.62
2019-09-09,1011.74
2019-09-10,1013.46
2019-09-11,1012.99
2019-09-12,1014.69
2019-09-13,1012.99
2019-09-16,1012.06
2019-09-17,1012.0
2019-09-18,1013.95
2019-09-19,1012.75
2019-09-20,1012.44
2019-09-23,1012.24
2019-09-24,1012.12
2019-09-25,1012.11
2019-09-26,1012.74
2019-09-27,1012.99
2019-09-30,1012.99
2019-10-01,1012.02
2019-10-02,1012.8
2019-10-03,1012.6
2019-10-04,1014.24
2019-10-07,1015.11
2019-10-08,1016.0
2019-10-09,1017.21
2019-10-10,1021.1
2019-10-11,1020.49
2019-10-14,1022.59
2019-10-15,1019.71
2019-10-16,1021.31
2019-10-17,1022.28
2019-10-18,1024.14
2019-10-21,1026.83
2019-10-22,1027.32
2019-10-23,1026.65
2019-10-24,1028.29
2019-10-25,1028.43
2019-10-28,1030.78
2019-10-29,1030.09
2019-10-30,1029.83
2019-10-31,1030.51
2019-11-01,1031.0
2019-11-05,1030.55
2019-11-06,1030.97
2019-11-07,1031.01
2019-11-08,1030.42
2019-11-11,1030.42
2019-11-12,1028.02
2019-11-13,1029.66
2019-11-14,1030.48
2019-11-15,1031.03
2019-11-18,1031.54
2019-11-19,1031.57
2019-11-20,1031.82
2019-11-21,1032.61
2019-11-22,1032.0
2019-11-25,1032.9
2019-11-26,1031.95
2019-11-27,1033.17
2019-11-28,1031.8
2019-11-29,1032.41
2019-12-02,1030.97
2019-12-03,1032.0
2019-12-04,1031.97
2019-12-05,1032.49
2019-12-06,1032.01
2019-12-09,1032.91
2019-12-10,1032.16
2019-12-11,1032.4
2019-12-12,1033.99
2019-12-13,1034.0
2019-12-16,1035.47
2019-12-17,1035.4
2019-12-18,1035.61
2019-12-19,1035.4
2019-12-20,1035.98
2019-12-23,1036.41
2019-12-24,1038.7
2019-12-25,1040.69
2019-12-26,1039.99
2019-12-27,1039.0
2019-12-30,1040.0
2020-01-03,1042.28
2020-01-06,1041.3
2020-01-08,1040.82
2020-01-09,1039.48
2020-01-10,1039.96
