Date,BRENT
2016-01-04,37.220001220703125
2016-01-05,36.41999816894531
2016-01-06,34.22999954223633
2016-01-07,33.75
2016-01-08,33.54999923706055
2016-01-11,31.549999237060547
2016-01-12,30.860000610351562
2016-01-13,30.309999465942383
2016-01-14,31.030000686645508
2016-01-15,31.010000228881836
2016-01-19,28.760000228881836
2016-01-20,27.8799991607666
2016-01-21,29.25
2016-01-22,32.18000030517578
2016-01-25,30.5
2016-01-26,31.799999237060547
2016-01-27,33.099998474121094
2016-01-28,33.88999938964844
2016-01-29,34.7400016784668
2016-02-01,34.689998626708984
2016-02-02,32.720001220703125
2016-02-03,35.040000915527344
2016-02-04,34.459999084472656
2016-02-05,34.060001373291016
2016-02-08,32.880001068115234
2016-02-09,30.31999969482422
2016-02-10,30.84000015258789
2016-02-11,30.059999465942383
2016-02-12,33.36000061035156
2016-02-16,32.18000030517578
2016-02-17,34.5
2016-02-18,34.279998779296875
2016-02-19,33.0099983215332
2016-02-22,34.689998626708984
2016-02-23,33.27000045776367
2016-02-24,34.40999984741211
2016-02-25,35.290000915527344
2016-02-26,35.099998474121094
2016-02-29,35.970001220703125
2016-03-01,35.959999084472656
2016-03-02,36.93000030517578
2016-03-03,37.06999969482422
2016-03-04,38.720001220703125
2016-03-07,40.84000015258789
2016-03-08,39.650001525878906
2016-03-09,41.06999969482422
2016-03-10,40.04999923706055
2016-03-11,40.38999938964844
2016-03-14,39.529998779296875
2016-03-15,38.7400016784668
2016-03-16,40.33000183105469
2016-03-17,41.540000915527344
2016-03-18,41.20000076293945
2016-03-21,41.540000915527344
2016-03-22,41.790000915527344
2016-03-23,40.470001220703125
2016-03-24,40.439998626708984
2016-03-28,40.27000045776367
2016-03-29,39.13999938964844
2016-03-30,39.2599983215332
2016-03-31,39.599998474121094
2016-04-01,39.65999984741211
2016-04-04,37.689998626708984
2016-04-05,37.869998931884766
2016-04-06,39.84000015258789
2016-04-07,39.43000030517578
2016-04-08,41.939998626708984
2016-04-11,42.83000183105469
2016-04-12,44.689998626708984
2016-04-13,44.18000030517578
2016-04-14,43.84000015258789
2016-04-15,43.099998474121094
2016-04-18,42.90999984741211
2016-04-19,44.029998779296875
2016-04-20,45.79999923706055
2016-04-21,44.529998779296875
2016-04-22,45.11000061035156
2016-04-25,44.47999954223633
2016-04-26,45.7400016784668
2016-04-27,47.18000030517578
2016-04-28,48.13999938964844
2016-04-29,48.130001068115234
2016-05-02,48.099998474121094
2016-05-03,46.75
2016-05-04,44.619998931884766
2016-05-05,45.0099983215332
2016-05-06,45.369998931884766
2016-05-09,43.630001068115234
2016-05-10,45.52000045776367
2016-05-11,47.599998474121094
2016-05-12,48.08000183105469
2016-05-13,47.83000183105469
2016-05-16,48.970001220703125
2016-05-17,49.279998779296875
2016-05-18,48.93000030517578
2016-05-19,48.810001373291016
2016-05-20,48.720001220703125
2016-05-23,48.349998474121094
2016-05-24,48.61000061035156
2016-05-25,49.7400016784668
2016-05-26,49.59000015258789
2016-05-27,49.31999969482422
2016-05-31,49.689998626708984
2016-06-01,49.709999084472656
2016-06-02,50.040000915527344
2016-06-03,49.63999938964844
2016-06-06,50.54999923706055
2016-06-07,51.439998626708984
2016-06-08,52.5099983215332
2016-06-09,51.95000076293945
2016-06-10,50.540000915527344
2016-06-13,50.349998474121094
2016-06-14,49.83000183105469
2016-06-15,48.970001220703125
2016-06-16,47.189998626708984
2016-06-17,49.16999816894531
2016-06-20,50.650001525878906
2016-06-21,50.619998931884766
2016-06-22,49.880001068115234
2016-06-23,50.90999984741211
2016-06-24,48.40999984741211
2016-06-27,47.15999984741211
2016-06-28,48.58000183105469
2016-06-29,50.61000061035156
2016-06-30,49.68000030517578
2016-07-01,49.84000015258789
2016-07-05,47.959999084472656
2016-07-06,48.79999923706055
2016-07-07,46.400001525878906
2016-07-08,46.7599983215332
2016-07-11,46.25
2016-07-12,48.470001220703125
2016-07-13,46.2599983215332
2016-07-14,47.369998931884766
2016-07-15,47.61000061035156
2016-07-18,46.959999084472656
2016-07-19,46.65999984741211
2016-07-20,47.16999816894531
2016-07-21,46.20000076293945
2016-07-22,45.689998626708984
2016-07-25,44.720001220703125
2016-07-26,44.869998931884766
2016-07-27,43.470001220703125
2016-07-28,42.70000076293945
2016-07-29,42.459999084472656
2016-08-01,42.45000076293945
2016-08-02,41.79999923706055
2016-08-03,43.099998474121094
2016-08-04,44.290000915527344
2016-08-05,44.27000045776367
2016-08-08,45.38999938964844
2016-08-09,44.97999954223633
2016-08-10,44.04999923706055
2016-08-11,46.040000915527344
2016-08-12,46.970001220703125
2016-08-15,48.349998474121094
2016-08-16,49.22999954223633
2016-08-17,49.849998474121094
2016-08-18,50.88999938964844
2016-08-19,50.880001068115234
2016-08-22,49.15999984741211
2016-08-23,49.959999084472656
2016-08-24,49.04999923706055
2016-08-25,49.66999816894531
2016-08-26,49.91999816894531
2016-08-29,49.2599983215332
2016-08-30,48.369998931884766
2016-08-31,47.040000915527344
2016-09-01,47.04999923706055
2016-09-02,46.83000183105469
2016-09-06,47.2599983215332
2016-09-07,47.97999954223633
2016-09-08,49.9900016784668
2016-09-09,48.0099983215332
2016-09-12,48.31999969482422
2016-09-13,47.099998474121094
2016-09-14,45.849998474121094
2016-09-15,46.59000015258789
2016-09-16,45.77000045776367
2016-09-19,45.95000076293945
2016-09-20,45.880001068115234
2016-09-21,46.83000183105469
2016-09-22,47.650001525878906
2016-09-23,45.88999938964844
2016-09-26,47.349998474121094
2016-09-27,45.970001220703125
2016-09-28,48.689998626708984
2016-09-29,49.2400016784668
2016-09-30,49.060001373291016
2016-10-03,49.099998474121094
2016-10-04,50.869998931884766
2016-10-05,51.86000061035156
2016-10-06,52.5099983215332
2016-10-07,51.93000030517578
2016-10-11,52.40999984741211
2016-10-12,51.810001373291016
2016-10-13,52.029998779296875
2016-10-14,51.95000076293945
2016-10-17,51.52000045776367
2016-10-18,51.68000030517578
2016-10-19,52.66999816894531
2016-10-20,51.380001068115234
2016-10-21,51.779998779296875
2016-10-24,51.459999084472656
2016-10-25,50.790000915527344
2016-10-26,49.97999954223633
2016-10-27,50.470001220703125
2016-10-28,49.709999084472656
2016-10-31,48.29999923706055
2016-11-01,48.33000183105469
2016-11-02,46.86000061035156
2016-11-03,46.349998474121094
2016-11-04,45.58000183105469
2016-11-07,46.150001525878906
2016-11-08,46.040000915527344
2016-11-09,46.36000061035156
2016-11-10,45.84000015258789
2016-11-14,44.43000030517578
2016-11-15,46.95000076293945
2016-11-16,46.630001068115234
2016-11-17,46.4900016784668
2016-11-18,46.86000061035156
2016-11-21,48.900001525878906
2016-11-22,49.119998931884766
2016-11-23,48.95000076293945
2016-11-25,47.2400016784668
2016-11-28,48.2400016784668
2016-11-29,46.380001068115234
2016-11-30,50.470001220703125
2016-12-01,50.459999084472656
2016-12-02,54.459999084472656
2016-12-05,54.939998626708984
2016-12-06,53.93000030517578
2016-12-07,53.0
2016-12-08,53.88999938964844
2016-12-09,54.33000183105469
2016-12-12,55.689998626708984
2016-12-13,55.720001220703125
2016-12-14,53.900001525878906
2016-12-15,54.02000045776367
2016-12-16,55.209999084472656
2016-12-19,54.91999816894531
2016-12-20,55.349998474121094
2016-12-21,54.459999084472656
2016-12-22,55.04999923706055
2016-12-23,55.15999984741211
2016-12-27,56.09000015258789
2016-12-28,56.220001220703125
2016-12-29,56.13999938964844
2016-12-30,56.130001068115234
2017-01-03,55.470001220703125
2017-01-04,56.459999084472656
2017-01-05,56.88999938964844
2017-01-06,57.099998474121094
2017-01-09,54.939998626708984
2017-01-10,53.63999938964844
2017-01-11,55.099998474121094
2017-01-12,56.0099983215332
2017-01-13,55.45000076293945
2017-01-17,55.470001220703125
2017-01-18,53.91999816894531
2017-01-19,54.15999984741211
2017-01-20,55.4900016784668
2017-01-23,55.22999954223633
2017-01-24,55.439998626708984
2017-01-25,55.08000183105469
2017-01-26,56.2400016784668
2017-01-27,55.52000045776367
2017-01-30,55.22999954223633
2017-01-31,55.70000076293945
2017-02-01,55.65999984741211
2017-02-02,56.560001373291016
2017-02-03,56.810001373291016
2017-02-06,55.720001220703125
2017-02-07,55.04999923706055
2017-02-08,55.119998931884766
2017-02-09,55.630001068115234
2017-02-10,56.70000076293945
2017-02-13,55.59000015258789
2017-02-14,55.970001220703125
2017-02-15,55.75
2017-02-16,55.650001525878906
2017-02-17,55.810001373291016
2017-02-21,56.65999984741211
2017-02-22,55.84000015258789
2017-02-23,56.58000183105469
2017-02-24,55.9900016784668
2017-02-27,55.93000030517578
2017-02-28,55.59000015258789
2017-03-01,55.599998474121094
2017-03-02,55.08000183105469
2017-03-03,55.900001525878906
2017-03-06,56.0099983215332
2017-03-07,55.91999816894531
2017-03-08,53.11000061035156
2017-03-09,52.189998626708984
2017-03-10,51.369998931884766
2017-03-13,51.349998474121094
2017-03-14,50.91999816894531
2017-03-15,51.810001373291016
2017-03-16,51.7400016784668
2017-03-17,51.7599983215332
2017-03-20,51.619998931884766
2017-03-21,50.959999084472656
2017-03-22,50.63999938964844
2017-03-23,50.560001373291016
2017-03-24,50.79999923706055
2017-03-27,50.75
2017-03-28,51.33000183105469
2017-03-29,52.41999816894531
2017-03-30,52.959999084472656
2017-03-31,52.83000183105469
2017-04-03,52.72999954223633
2017-04-04,54.16999816894531
2017-04-05,54.36000061035156
2017-04-06,54.88999938964844
2017-04-07,55.2400016784668
2017-04-10,55.97999954223633
2017-04-11,56.22999954223633
2017-04-12,55.86000061035156
2017-04-13,55.88999938964844
2017-04-17,55.36000061035156
2017-04-18,54.88999938964844
2017-04-19,52.93000030517578
2017-04-20,52.9900016784668
2017-04-21,51.959999084472656
2017-04-24,51.599998474121094
2017-04-25,52.099998474121094
2017-04-26,51.81999969482422
2017-04-27,51.439998626708984
2017-04-28,51.72999954223633
2017-05-01,51.65999984741211
2017-05-03,50.790000915527344
2017-05-04,48.380001068115234
2017-05-05,49.099998474121094
2017-05-08,49.34000015258789
2017-05-09,48.72999954223633
2017-05-10,50.220001220703125
2017-05-11,50.77000045776367
2017-05-12,50.84000015258789
2017-05-15,51.81999969482422
2017-05-16,51.650001525878906
2017-05-17,52.209999084472656
2017-05-18,52.5099983215332
2017-05-19,53.61000061035156
2017-05-22,53.869998931884766
2017-05-23,54.150001525878906
2017-05-24,53.959999084472656
2017-05-25,51.459999084472656
2017-05-26,52.150001525878906
