Date,PIKK
2016-11-09,227.58692932128906
2016-11-10,227.2628631591797
2016-11-11,226.53367614746094
2016-11-14,224.91326904296875
2016-11-15,224.91326904296875
2016-11-16,224.50816345214844
2016-11-17,226.12857055664062
2016-11-18,225.56141662597656
2016-11-21,223.9409942626953
2016-11-22,223.37387084960938
2016-11-23,224.18409729003906
2016-11-24,224.18409729003906
2016-11-25,225.64242553710938
2016-11-28,225.64242553710938
2016-11-29,225.88551330566406
2016-11-30,226.0475616455078
2016-12-01,225.318359375
2016-12-02,226.77671813964844
2016-12-05,227.18182373046875
2016-12-06,225.56141662597656
2016-12-07,228.47816467285156
2016-12-08,227.9920196533203
2016-12-09,225.96652221679688
2016-12-12,224.18409729003906
2016-12-13,223.37387084960938
2016-12-14,224.67018127441406
2016-12-15,221.4293670654297
2016-12-16,216.3250732421875
2016-12-19,222.48265075683594
2016-12-20,226.8577423095703
2016-12-21,226.9387664794922
2016-12-22,226.6147003173828
2016-12-23,230.82774353027344
2016-12-26,232.93429565429688
2016-12-27,230.82774353027344
2016-12-28,229.28834533691406
2016-12-29,233.98757934570312
2016-12-30,234.95980834960938
2017-01-03,236.17510986328125
2017-01-04,234.71676635742188
2017-01-05,232.3671417236328
2017-01-06,233.33938598632812
2017-01-09,234.1496124267578
2017-01-10,234.47366333007812
2017-01-11,231.47593688964844
2017-01-12,230.90878295898438
2017-01-13,232.6912384033203
2017-01-16,233.66348266601562
2017-01-17,233.33938598632812
2017-01-18,233.5824432373047
2017-01-19,222.80670166015625
2017-01-20,221.18629455566406
2017-01-23,228.0730438232422
2017-01-24,230.26063537597656
2017-01-25,230.74673461914062
2017-01-26,231.15184020996094
2017-01-27,231.9620361328125
2017-01-30,232.20509338378906
2017-01-31,231.63796997070312
2017-02-01,231.3138885498047
2017-02-02,229.69346618652344
2017-02-03,228.47816467285156
2017-02-06,229.93653869628906
2017-02-07,230.9897918701172
2017-02-08,231.47593688964844
2017-02-09,235.3649139404297
2017-02-10,238.36270141601562
2017-02-13,239.01083374023438
2017-02-14,235.3649139404297
2017-02-15,236.33718872070312
2017-02-16,236.9853515625
2017-02-17,235.12188720703125
2017-02-20,235.77003479003906
2017-02-21,235.0408172607422
2017-02-22,235.44595336914062
2017-02-24,236.17510986328125
2017-02-27,236.0130615234375
2017-02-28,236.0130615234375
2017-03-01,236.0130615234375
2017-03-02,234.95980834960938
2017-03-03,234.95980834960938
2017-03-06,235.0408172607422
2017-03-07,235.9320831298828
2017-03-09,234.95980834960938
2017-03-10,234.95980834960938
2017-03-13,241.44143676757812
2017-03-14,242.41371154785156
2017-03-15,242.5757293701172
2017-03-16,237.552490234375
2017-03-17,236.0130615234375
2017-03-20,233.82553100585938
2017-03-21,232.6912384033203
2017-03-22,232.3671417236328
2017-03-23,229.5314178466797
2017-03-24,229.04530334472656
2017-03-27,228.3161163330078
2017-03-28,225.7234649658203
2017-03-29,225.80447387695312
2017-03-30,233.98757934570312
2017-03-31,240.30718994140625
2017-04-03,233.09634399414062
2017-04-04,230.584716796875
2017-04-05,228.23512268066406
2017-04-06,229.28834533691406
2017-04-07,225.07528686523438
2017-04-10,226.0475616455078
2017-04-11,230.0985870361328
2017-04-12,230.0985870361328
2017-04-13,226.37161254882812
2017-04-14,226.0475616455078
2017-04-17,226.45266723632812
2017-04-18,226.0475616455078
2017-04-19,229.04530334472656
2017-04-20,229.7744903564453
2017-04-21,231.5569305419922
2017-04-24,232.853271484375
2017-04-25,232.52919006347656
2017-04-26,231.2328643798828
2017-04-27,233.09634399414062
2017-04-28,233.50146484375
2017-05-02,233.33938598632812
2017-05-03,230.42263793945312
2017-05-04,233.50146484375
2017-05-05,241.3604278564453
2017-05-10,233.25836181640625
2017-05-11,231.71897888183594
2017-05-12,239.41595458984375
2017-05-15,239.41595458984375
2017-05-16,238.20065307617188
2017-05-17,235.68899536132812
2017-05-18,228.88328552246094
2017-05-19,232.52919006347656
2017-05-22,228.80226135253906
2017-05-23,230.50367736816406
2017-05-24,236.58021545410156
2017-05-25,237.39041137695312
2017-05-26,249.70558166503906
2017-05-29,248.4902801513672
2017-05-30,246.3026885986328
2017-05-31,244.68228149414062
2017-06-01,249.70558166503906
2017-06-02,243.46697998046875
2017-06-05,248.73329162597656
2017-06-06,249.54354858398438
2017-06-07,246.0596466064453
2017-06-08,247.11288452148438
2017-06-09,246.38372802734375
2017-06-13,245.33042907714844
2017-06-14,247.11288452148438
2017-06-15,235.0408172607422
2017-06-16,236.4181671142578
2017-06-19,238.9298095703125
2017-06-20,236.6612548828125
2017-06-21,236.0940704345703
2017-06-22,242.170654296875
2017-06-23,247.8420867919922
2017-06-26,245.08738708496094
2017-06-27,244.6012725830078
2017-06-28,243.7100067138672
2017-06-29,239.90206909179688
2017-06-30,240.55023193359375
2017-07-03,245.8975830078125
2017-07-04,249.54354858398438
2017-07-05,245.00636291503906
2017-07-06,243.06187438964844
2017-07-07,239.17291259765625
2017-07-10,239.01083374023438
2017-07-11,236.904296875
2017-07-12,238.20065307617188
2017-07-13,236.58021545410156
2017-07-14,241.76553344726562
2017-07-17,242.9808349609375
2017-07-18,239.33493041992188
2017-07-19,240.79330444335938
2017-07-20,239.74005126953125
2017-07-21,238.60574340820312
2017-07-24,238.20065307617188
2017-07-25,227.8300018310547
2017-07-26,233.17733764648438
2017-07-27,235.3649139404297
2017-07-28,232.6912384033203
2017-07-31,236.904296875
2017-08-01,236.17510986328125
2017-08-02,239.01083374023438
2017-08-03,238.44366455078125
2017-08-04,237.39041137695312
2017-08-07,234.95980834960938
2017-08-08,236.58021545410156
2017-08-09,235.44595336914062
2017-08-10,234.95980834960938
2017-08-11,237.7955322265625
2017-08-14,238.84878540039062
2017-08-15,238.11961364746094
2017-08-16,236.7422637939453
2017-08-17,238.686767578125
2017-08-18,238.9298095703125
2017-08-21,239.41595458984375
2017-08-22,240.22613525390625
2017-08-23,240.0640869140625
2017-08-24,239.49696350097656
2017-08-25,239.25390625
2017-08-28,235.3649139404297
2017-08-29,236.58021545410156
2017-08-30,236.49920654296875
2017-08-31,234.8787841796875
2017-09-01,236.82327270507812
2017-09-04,234.95980834960938
2017-09-05,242.0086212158203
2017-09-06,254.40475463867188
2017-09-07,253.189453125
2017-09-08,254.16172790527344
2017-09-11,254.8098907470703
2017-09-12,251.56903076171875
2017-09-13,251.97415161132812
2017-09-14,260.0762023925781
2017-09-15,256.02520751953125
2017-09-18,252.8653564453125
2017-09-19,251.2449493408203
2017-09-20,251.2449493408203
2017-09-21,252.7843475341797
2017-09-22,251.16392517089844
2017-09-25,254.97189331054688
2017-09-26,257.6455993652344
2017-09-27,255.29595947265625
2017-09-28,256.8353576660156
2017-09-29,256.2682189941406
2017-10-02,257.4025573730469
2017-10-03,258.53680419921875
2017-10-04,260.0762023925781
2017-10-05,262.7498474121094
2017-10-06,259.6711120605469
2017-10-09,255.53903198242188
2017-10-10,258.455810546875
2017-10-11,263.15496826171875
2017-10-12,264.3702697753906
2017-10-13,263.5600891113281
2017-10-16,251.00189208984375
2017-10-17,252.37925720214844
2017-10-18,256.02520751953125
2017-10-19,252.37925720214844
2017-10-20,256.7543640136719
2017-10-23,256.02520751953125
2017-10-24,252.37925720214844
2017-10-25,253.189453125
2017-10-26,254.5668182373047
2017-10-27,253.4324951171875
2017-10-30,252.7843475341797
2017-10-31,252.4602813720703
2017-11-01,251.89312744140625
2017-11-02,251.16392517089844
2017-11-03,252.2982177734375
2017-11-07,253.6755828857422
2017-11-08,253.51351928710938
2017-11-09,251.65005493164062
2017-11-10,254.32373046875
2017-11-13,255.3770294189453
2017-11-14,256.67333984375
2017-11-15,248.9763641357422
2017-11-16,256.2682189941406
2017-11-17,251.08291625976562
2017-11-20,250.43475341796875
2017-11-21,247.59902954101562
2017-11-22,247.7610321044922
2017-11-23,253.59458923339844
2017-11-24,246.70782470703125
2017-11-27,244.68228149414062
2017-11-28,246.70782470703125
2017-11-29,242.2516632080078
2017-11-30,242.9808349609375
2017-12-01,245.8975830078125
2017-12-04,252.05519104003906
2017-12-05,257.0784606933594
2017-12-06,259.2659912109375
2017-12-07,262.34478759765625
2017-12-08,253.4324951171875
2017-12-11,256.02520751953125
2017-12-12,251.65005493164062
2017-12-13,249.86761474609375
2017-12-14,251.32598876953125
2017-12-15,249.70558166503906
2017-12-18,250.1916961669922
2017-12-19,248.73329162597656
2017-12-20,247.35598754882812
2017-12-21,248.65231323242188
2017-12-22,248.8143310546875
2017-12-25,247.92312622070312
2017-12-26,251.08291625976562
2017-12-27,258.7798767089844
2017-12-28,263.2359924316406
2017-12-29,264.5323791503906
2018-01-03,265.2615051269531
2018-01-04,264.69439697265625
2018-01-05,265.5855712890625
2018-01-09,261.6966247558594
2018-01-10,261.21051025390625
2018-01-11,263.9652099609375
2018-01-12,256.8353576660156
2018-01-15,255.53903198242188
2018-01-16,252.37925720214844
2018-01-17,254.64779663085938
2018-01-18,249.38145446777344
2018-01-19,240.22613525390625
2018-01-22,246.14065551757812
2018-01-24,252.8653564453125
2018-01-25,252.37925720214844
2018-01-26,248.32821655273438
2018-01-29,247.92312622070312
2018-01-30,248.65231323242188
2018-01-31,247.1939239501953
2018-02-01,247.11288452148438
2018-02-02,247.92312622070312
2018-02-05,249.138427734375
2018-02-06,247.5179901123047
2018-02-07,247.11288452148438
2018-02-08,247.11288452148438
2018-02-09,246.86985778808594
2018-02-12,250.5967559814453
2018-02-13,254.8098907470703
2018-02-14,255.13392639160156
2018-02-15,253.756591796875
2018-02-16,256.8353576660156
2018-02-19,254.64779663085938
2018-02-20,259.2659912109375
2018-02-21,256.67333984375
2018-02-22,258.29376220703125
2018-02-26,259.9141540527344
2018-02-27,256.02520751953125
2018-02-28,261.7776794433594
2018-03-01,260.1572265625
2018-03-02,261.8586730957031
2018-03-05,258.0506591796875
2018-03-06,259.2659912109375
2018-03-07,258.29376220703125
2018-03-09,260.4812927246094
2018-03-12,261.1294860839844
2018-03-13,262.02069091796875
2018-03-14,261.6155700683594
2018-03-15,261.29150390625
2018-03-16,263.15496826171875
2018-03-19,258.2127380371094
2018-03-20,256.67333984375
2018-03-21,257.4025573730469
2018-03-22,255.94415283203125
2018-03-23,257.4835205078125
2018-03-26,253.59458923339844
2018-03-27,258.455810546875
2018-03-28,256.02520751953125
2018-03-29,256.59234619140625
2018-03-30,255.3770294189453
2018-04-02,254.40475463867188
2018-04-03,252.7843475341797
2018-04-04,254.08065795898438
2018-04-05,256.02520751953125
2018-04-06,255.21498107910156
2018-04-09,253.59458923339844
2018-04-10,250.02964782714844
2018-04-11,251.73109436035156
2018-04-12,251.32598876953125
2018-04-13,248.73329162597656
2018-04-16,253.756591796875
2018-04-17,249.05738830566406
2018-04-18,250.5157928466797
2018-04-19,253.0274200439453
2018-04-20,251.16392517089844
2018-04-23,248.65231323242188
2018-04-24,249.21945190429688
2018-04-25,249.21945190429688
2018-04-26,249.05738830566406
2018-04-27,249.46249389648438
2018-04-30,248.2471923828125
2018-05-02,248.9763641357422
2018-05-03,249.46249389648438
2018-05-04,256.51129150390625
2018-05-07,261.29150390625
2018-05-08,260.1572265625
2018-05-10,262.58782958984375
2018-05-11,262.02069091796875
2018-05-14,263.2359924316406
2018-05-15,264.1272277832031
2018-05-16,265.423583984375
2018-05-17,266.5578308105469
2018-05-18,260.2382507324219
2018-05-21,260.5623474121094
2018-05-22,262.91192626953125
2018-05-23,263.72210693359375
2018-05-24,264.5323791503906
2018-05-25,267.692138671875
2018-05-28,268.9884338378906
2018-05-29,268.09722900390625
2018-05-30,267.20599365234375
2018-05-31,267.692138671875
2018-06-01,268.9074401855469
2018-06-04,268.6643981933594
2018-06-05,269.6365966796875
2018-06-06,268.8264465332031
2018-06-07,269.7987060546875
2018-06-08,269.1505126953125
2018-06-11,271.09503173828125
2018-06-13,270.2037658691406
2018-06-14,270.12274169921875
2018-06-15,273.0395202636719
2018-06-18,268.6643981933594
2018-06-19,270.60888671875
2018-06-20,269.7176818847656
2018-06-21,271.90521240234375
2018-06-22,267.85418701171875
2018-06-25,268.8264465332031
2018-06-26,269.7176818847656
2018-06-27,269.474609375
2018-06-28,270.3658447265625
2018-06-29,270.60888671875
2018-07-02,270.3658447265625
2018-07-03,270.8519287109375
2018-07-04,271.0140075683594
2018-07-05,271.4190673828125
2018-07-06,274.9840087890625
2018-07-09,273.8497009277344
2018-07-10,274.17376708984375
2018-07-11,277.6576843261719
2018-07-12,273.7687072753906
2018-07-13,278.62994384765625
2018-07-16,275.8752136230469
2018-07-17,279.6831970214844
2018-07-18,273.36358642578125
2018-07-19,273.6876525878906
2018-07-20,274.57891845703125
2018-07-23,277.1715393066406
2018-07-24,278.2248229980469
2018-07-25,275.3080749511719
2018-07-26,276.1183166503906
2018-07-27,277.0905456542969
2018-07-30,276.4423828125
2018-07-31,277.4956359863281
2018-08-01,276.4423828125
2018-08-02,274.90301513671875
2018-08-03,277.1715393066406
2018-08-06,282.5189514160156
2018-08-07,278.7919616699219
2018-08-08,280.8175048828125
2018-08-09,283.49114990234375
2018-08-10,285.111572265625
2018-08-13,284.13934326171875
2018-08-14,283.57220458984375
2018-08-15,290.53997802734375
2018-08-16,290.8640441894531
2018-08-17,282.35687255859375
2018-08-20,285.5166931152344
2018-08-21,288.5954895019531
2018-08-22,293.45672607421875
2018-08-23,293.7807922363281
2018-08-24,293.7807922363281
2018-08-27,294.59100341796875
2018-08-28,292.48443603515625
2018-08-29,292.2414245605469
2018-08-30,294.9150695800781
2018-08-31,294.9150695800781
2018-09-03,296.99761962890625
2018-09-04,294.4052429199219
2018-09-05,298.725830078125
2018-09-06,299.5899658203125
2018-09-07,299.76275634765625
2018-09-10,298.3801574707031
2018-09-11,296.91119384765625
2018-09-12,299.67633056640625
2018-09-13,302.7007751464844
2018-09-14,300.54046630859375
2018-09-17,299.4171447753906
2018-09-18,300.36767578125
2018-09-19,297.3432312011719
2018-09-20,296.3927001953125
2018-09-21,300.8861389160156
2018-09-24,298.0345153808594
2018-09-25,299.67633056640625
2018-09-26,299.9355773925781
2018-09-27,299.2442932128906
2018-09-28,300.36767578125
2018-10-01,300.8861389160156
2018-10-02,305.2931213378906
2018-10-03,304.774658203125
2018-10-04,304.5154113769531
2018-10-05,297.77532958984375
2018-10-08,300.7997131347656
2018-10-09,300.36767578125
2018-10-10,301.836669921875
2018-10-11,301.9230651855469
2018-10-12,301.0589294433594
2018-10-15,300.1084289550781
2018-10-16,296.6519470214844
2018-10-17,301.5774230957031
2018-10-18,302.0094909667969
2018-10-19,300.1084289550781
2018-10-22,303.1328430175781
2018-10-23,304.6018371582031
2018-10-24,306.41650390625
2018-10-25,300.62689208984375
2018-10-26,298.898681640625
2018-10-29,294.232421875
2018-10-30,301.49102783203125
2018-10-31,304.42901611328125
2018-11-01,305.6387939453125
2018-11-02,305.20672607421875
2018-11-06,305.3795471191406
2018-11-07,303.4784851074219
2018-11-08,305.81158447265625
2018-11-09,301.40460205078125
2018-11-12,302.96002197265625
2018-11-13,303.82415771484375
2018-11-14,303.4784851074219
2018-11-15,305.9844055175781
2018-11-16,302.3551025390625
2018-11-19,303.7377014160156
2018-11-20,304.42901611328125
2018-11-21,307.0213623046875
2018-11-22,306.1572570800781
2018-11-23,305.6387939453125
2018-11-26,301.0589294433594
2018-11-27,302.96002197265625
2018-11-28,304.3426208496094
2018-11-29,307.799072265625
2018-11-30,303.3920593261719
2018-12-03,303.3056640625
2018-12-04,303.7377014160156
2018-12-05,304.1697692871094
2018-12-06,304.9474792480469
2018-12-07,306.76214599609375
2018-12-10,307.799072265625
2018-12-11,306.67572021484375
2018-12-12,305.4659423828125
2018-12-13,304.1697692871094
2018-12-14,304.5154113769531
2018-12-17,306.9349670410156
2018-12-18,308.92242431640625
2018-12-19,309.87298583984375
2018-12-20,312.63812255859375
2018-12-21,312.8973693847656
2018-12-24,319.2054443359375
2018-12-25,319.72393798828125
2018-12-26,325.2542724609375
2018-12-27,325.68634033203125
2018-12-28,324.56298828125
2019-01-03,323.7852783203125
2019-01-04,324.21734619140625
2019-01-08,325.4270935058594
2019-01-09,323.7852783203125
2019-01-10,323.35321044921875
2019-01-11,318.77337646484375
2019-01-14,318.08209228515625
2019-01-15,319.55108642578125
2019-01-16,313.67510986328125
2019-01-17,309.5273132324219
2019-01-18,309.2680969238281
2019-01-21,312.03326416015625
2019-01-22,313.58868408203125
2019-01-23,313.0701904296875
2019-01-24,312.8973693847656
2019-01-25,312.1196594238281
2019-01-28,311.7740173339844
2019-01-29,309.87298583984375
2019-01-30,309.78656005859375
2019-01-31,304.1697692871094
2019-02-01,304.6018371582031
2019-02-04,307.28057861328125
2019-02-05,307.6262512207031
2019-02-06,307.6262512207031
2019-02-07,308.23114013671875
2019-02-08,307.45343017578125
2019-02-11,304.42901611328125
2019-02-12,303.9969482421875
2019-02-13,303.21923828125
2019-02-14,304.2561950683594
2019-02-15,306.76214599609375
2019-02-18,304.1697692871094
2019-02-19,306.2436828613281
2019-02-20,308.92242431640625
2019-02-21,307.0213623046875
2019-02-22,307.3670349121094
2019-02-25,310.47784423828125
2019-02-26,311.94683837890625
2019-02-27,313.41583251953125
2019-02-28,310.2185974121094
2019-03-01,307.53985595703125
2019-03-04,306.76214599609375
2019-03-05,306.58929443359375
2019-03-06,304.2561950683594
2019-03-07,304.6018371582031
2019-03-11,304.86102294921875
2019-03-12,305.7251892089844
2019-03-13,304.86102294921875
2019-03-14,304.0833740234375
2019-03-15,303.7377014160156
2019-03-18,305.20672607421875
2019-03-19,304.42901611328125
2019-03-20,304.6018371582031
2019-03-21,305.6387939453125
2019-03-22,306.58929443359375
2019-03-25,305.1203308105469
2019-03-26,304.2561950683594
2019-03-27,304.42901611328125
2019-03-28,305.3795471191406
2019-03-29,304.86102294921875
2019-04-01,309.00885009765625
2019-04-02,317.3044128417969
2019-04-03,328.2787170410156
2019-04-04,317.8228454589844
2019-04-05,312.5517578125
2019-04-08,311.3419494628906
2019-04-09,309.87298583984375
2019-04-10,306.76214599609375
2019-04-11,306.67572021484375
2019-04-12,307.53985595703125
2019-04-15,306.67572021484375
2019-04-16,308.23114013671875
2019-04-17,309.3544921875
2019-04-18,312.1196594238281
2019-04-19,314.7120361328125
2019-04-22,318.1684875488281
2019-04-23,320.5880126953125
2019-04-24,315.8353576660156
2019-04-25,317.1315612792969
2019-04-26,316.1810302734375
2019-04-29,316.7859191894531
2019-04-30,315.8353576660156
2019-05-02,319.72393798828125
2019-05-03,323.35321044921875
2019-05-06,323.0075378417969
2019-05-07,322.3162841796875
2019-05-08,325.7727355957031
2019-05-10,326.9825134277344
2019-05-13,328.7107238769531
2019-05-14,330.7846374511719
2019-05-15,332.3400573730469
2019-05-16,333.89544677734375
2019-05-17,332.167236328125
2019-05-20,330.6982421875
2019-05-21,328.7107238769531
2019-05-22,331.8215637207031
2019-05-23,329.7477111816406
2019-05-24,333.7226257324219
2019-05-27,334.75958251953125
2019-05-28,335.105224609375
2019-05-29,336.66064453125
2019-05-30,336.9198913574219
2019-05-31,338.0301208496094
2019-06-03,336.0115051269531
2019-06-04,340.2322692871094
2019-06-05,338.0301208496094
2019-06-06,339.2229919433594
2019-06-07,340.0487976074219
2019-06-10,338.4889221191406
2019-06-11,338.4889221191406
2019-06-13,339.4064636230469
2019-06-14,339.1312255859375
2019-06-17,339.49822998046875
2019-06-18,339.314697265625
2019-06-19,339.7734680175781
2019-06-20,340.0487976074219
2019-06-21,338.305419921875
2019-06-24,339.8652648925781
2019-06-25,342.0673828125
2019-06-26,342.8014831542969
2019-06-27,342.8014831542969
2019-06-28,343.9942932128906
2019-07-01,343.26025390625
2019-07-02,343.26025390625
2019-07-03,341.1498107910156
2019-07-04,340.9663391113281
2019-07-05,346.8387145996094
2019-07-08,343.4437255859375
2019-07-09,344.820068359375
2019-07-10,344.45306396484375
2019-07-11,345.82940673828125
2019-07-12,344.6365966796875
2019-07-15,347.75628662109375
2019-07-16,349.4996643066406
2019-07-17,352.2523498535156
2019-07-18,352.06884765625
2019-07-19,348.3068542480469
2019-07-22,347.75628662109375
2019-07-23,350.6925048828125
2019-07-24,351.6100769042969
2019-07-25,355.0968017578125
2019-07-26,355.0050354003906
2019-07-29,363.9971618652344
2019-07-30,363.53839111328125
2019-07-31,362.43731689453125
2019-08-01,361.1527099609375
2019-08-02,361.427978515625
2019-08-05,370.69537353515625
2019-08-06,364.4559326171875
2019-08-07,356.3813781738281
2019-08-08,352.5276184082031
2019-08-09,350.3254699707031
2019-08-12,350.60076904296875
2019-08-13,346.9305114746094
2019-08-14,347.9398193359375
2019-08-15,346.5634765625
2019-08-16,345.0953674316406
2019-08-19,350.8760070800781
2019-08-20,349.95843505859375
2019-08-21,352.8946533203125
2019-08-22,351.1512756347656
2019-08-23,352.619384765625
2019-08-26,350.2337341308594
2019-08-27,348.6738586425781
2019-08-28,352.71112060546875
2019-08-29,353.6286926269531
2019-08-30,355.3720703125
2019-09-02,355.922607421875
2019-09-03,353.35345458984375
2019-09-04,353.9039611816406
2019-09-05,353.0781555175781
2019-09-06,354.1792297363281
2019-09-09,355.0968017578125
2019-09-10,356.10614013671875
2019-09-11,356.2896423339844
2019-09-12,357.2989501953125
2019-09-13,358.67529296875
2019-09-16,357.8494873046875
2019-09-17,359.7763671875
2019-09-18,358.21649169921875
2019-09-19,357.8494873046875
2019-09-20,368.8602600097656
2019-09-23,358.67529296875
2019-09-24,355.922607421875
