Date,YNDX
2020-06-15,2967.39990234375
2020-06-16,3009.0
2020-06-17,3068.199951171875
2020-06-18,3108.0
2020-06-19,3155.0
2020-06-22,3250.39990234375
2020-06-23,3364.800048828125
2020-06-25,3477.0
2020-06-26,3442.800048828125
2020-06-29,3469.199951171875
2020-06-30,3525.0
2020-07-02,3546.199951171875
2020-07-03,3539.60009765625
2020-07-06,3671.39990234375
2020-07-07,3593.800048828125
2020-07-08,3563.39990234375
2020-07-09,3603.39990234375
2020-07-10,3602.0
2020-07-13,3692.60009765625
2020-07-14,3706.60009765625
2020-07-15,3841.39990234375
2020-07-16,3821.800048828125
2020-07-17,3910.0
2020-07-20,3989.39990234375
2020-07-21,3957.39990234375
2020-07-22,3993.39990234375
2020-07-23,3994.800048828125
2020-07-24,4012.0
2020-07-27,4090.0
2020-07-28,4122.0
2020-07-29,4177.60009765625
2020-07-30,4127.2001953125
2020-07-31,4232.7998046875
2020-08-03,4303.0
2020-08-04,4317.0
2020-08-05,4315.39990234375
2020-08-06,4396.0
2020-08-07,4393.0
2020-08-10,4231.7998046875
2020-08-11,4234.2001953125
2020-08-12,4300.0
2020-08-13,4397.39990234375
2020-08-14,4379.0
2020-08-17,4482.39990234375
2020-08-18,4491.7998046875
2020-08-19,4594.0
2020-08-20,4657.2001953125
2020-08-21,4758.39990234375
2020-08-24,4825.0
2020-08-25,4986.7998046875
2020-08-26,4986.2001953125
2020-08-27,4835.7998046875
2020-08-28,4846.0
2020-08-31,5139.7998046875
2020-09-01,4987.0
2020-09-02,4991.2001953125
2020-09-03,4961.39990234375
2020-09-04,4824.0
2020-09-07,4986.7998046875
2020-09-08,4724.2001953125
2020-09-09,4710.0
2020-09-10,4665.7998046875
2020-09-11,4643.0
2020-09-14,4705.2001953125
2020-09-15,4680.2001953125
2020-09-16,4652.7998046875
2020-09-17,4536.7998046875
2020-09-18,4586.0
2020-09-21,4509.2001953125
2020-09-22,4538.60009765625
2020-09-23,5041.0
2020-09-24,4856.60009765625
2020-09-25,4906.2001953125
2020-09-28,5059.0
2020-09-29,5077.0
2020-09-30,5062.60009765625
2020-10-01,4944.60009765625
2020-10-02,4941.7998046875
2020-10-05,4990.0
2020-10-06,4918.7998046875
2020-10-07,4753.0
2020-10-08,4744.2001953125
2020-10-09,4713.0
2020-10-12,4725.0
2020-10-13,4810.0
2020-10-14,4808.0
2020-10-15,4808.0
2020-10-16,4808.0
2020-10-19,4527.2001953125
2020-10-20,4398.0
2020-10-21,4381.60009765625
2020-10-22,4398.7998046875
2020-10-23,4463.0
2020-10-26,4460.60009765625
2020-10-27,4603.2001953125
2020-10-28,4562.0
2020-10-29,4621.60009765625
2020-10-30,4527.7998046875
2020-11-02,4620.0
2020-11-03,4569.39990234375
2020-11-05,4854.2001953125
2020-11-06,4885.0
2020-11-09,4995.7998046875
2020-11-10,4739.0
2020-11-11,4741.0
2020-11-12,4744.2001953125
2020-11-13,4766.0
2020-11-16,4754.0
2020-11-17,4665.0
2020-11-18,4683.39990234375
2020-11-19,4696.7998046875
2020-11-20,4789.39990234375
2020-11-23,4693.60009765625
2020-11-24,4904.2001953125
2020-11-25,4917.39990234375
2020-11-26,5025.2001953125
2020-11-27,5073.0
2020-11-30,5283.0
2020-12-01,5273.0
2020-12-02,5201.39990234375
2020-12-03,5153.39990234375
2020-12-04,5100.0
2020-12-07,4978.39990234375
2020-12-08,5063.60009765625
2020-12-09,5167.0
2020-12-10,5112.7998046875
2020-12-11,5149.7998046875
2020-12-14,5061.39990234375
2020-12-15,5072.2001953125
2020-12-16,5179.7998046875
2020-12-17,5135.2001953125
2020-12-18,5154.60009765625
2020-12-21,5054.2001953125
2020-12-22,5055.0
2020-12-23,5108.0
2020-12-24,5000.0
2020-12-25,5048.0
2020-12-28,5013.0
2020-12-29,5044.60009765625
2020-12-30,5157.2001953125
2021-01-04,5158.60009765625
2021-01-05,5285.39990234375
2021-01-06,5228.2001953125
2021-01-08,5228.2001953125
2021-01-11,5204.60009765625
2021-01-12,5137.7998046875
2021-01-13,5109.7998046875
2021-01-14,5041.39990234375
2021-01-15,5025.0
2021-01-18,5034.0
2021-01-19,5010.2001953125
2021-01-20,5080.0
2021-01-21,5010.0
2021-01-22,5017.0
2021-01-25,4942.0
2021-01-26,4921.2001953125
2021-01-27,4848.60009765625
2021-01-28,4866.7998046875
2021-01-29,4781.39990234375
2021-02-01,4793.2001953125
2021-02-02,4958.60009765625
2021-02-03,4925.0
2021-02-04,4957.0
2021-02-05,4971.0
2021-02-08,5066.0
2021-02-09,5102.39990234375
2021-02-10,5339.60009765625
2021-02-11,5379.0
2021-02-12,5450.0
2021-02-15,5444.39990234375
2021-02-16,5422.39990234375
2021-02-17,5247.39990234375
2021-02-18,5036.39990234375
2021-02-19,5084.39990234375
2021-02-22,4937.7998046875
2021-02-24,4943.60009765625
2021-02-25,4924.7998046875
2021-02-26,4824.60009765625
2021-03-01,4946.7998046875
2021-03-02,5021.0
2021-03-03,5034.7998046875
2021-03-04,4827.39990234375
2021-03-05,4635.39990234375
2021-03-09,4663.60009765625
2021-03-10,4715.0
2021-03-11,4865.2001953125
2021-03-12,4856.60009765625
2021-03-15,5002.0
2021-03-16,5161.0
2021-03-17,4988.39990234375
2021-03-18,4900.2001953125
2021-03-19,4920.0
2021-03-22,4903.0
2021-03-23,4907.60009765625
2021-03-24,4888.39990234375
2021-03-25,4709.60009765625
2021-03-26,4752.39990234375
2021-03-29,4771.2001953125
2021-03-30,4779.2001953125
2021-03-31,4895.0
2021-04-01,4941.2001953125
2021-04-02,4947.2001953125
2021-04-05,4929.2001953125
2021-04-06,4952.0
2021-04-07,4846.60009765625
2021-04-08,4897.60009765625
2021-04-09,4822.7998046875
2021-04-12,4822.2001953125
2021-04-13,4646.39990234375
2021-04-14,4675.60009765625
2021-04-15,4654.60009765625
2021-04-16,4689.7998046875
2021-04-19,4668.39990234375
2021-04-20,4662.39990234375
2021-04-21,4639.39990234375
2021-04-22,4631.60009765625
2021-04-23,4529.60009765625
2021-04-26,4677.0
2021-04-27,4742.7998046875
2021-04-28,4805.0
2021-04-29,4978.7998046875
2021-04-30,4957.0
2021-05-04,4765.0
2021-05-05,4912.2001953125
2021-05-06,4824.60009765625
2021-05-07,4823.7998046875
2021-05-10,4757.2001953125
2021-05-11,4661.39990234375
2021-05-12,4591.39990234375
2021-05-13,4627.0
2021-05-14,4673.39990234375
2021-05-17,4677.60009765625
2021-05-18,4790.39990234375
2021-05-19,4719.39990234375
2021-05-20,4723.2001953125
2021-05-21,4759.39990234375
2021-05-24,4874.39990234375
2021-05-25,4905.0
2021-05-26,4996.0
2021-05-27,4992.0
2021-05-28,4970.2001953125
2021-05-31,4936.7998046875
2021-06-01,4923.60009765625
2021-06-02,4977.60009765625
2021-06-03,4897.0
2021-06-04,4932.0
2021-06-07,4918.39990234375
2021-06-08,4888.60009765625
2021-06-09,5008.60009765625
2021-06-10,4981.60009765625
2021-06-11,5057.39990234375
2021-06-14,5070.0
2021-06-15,4966.39990234375
2021-06-16,4926.7998046875
2021-06-17,5017.39990234375
2021-06-18,5068.7998046875
2021-06-21,5033.39990234375
2021-06-22,4999.60009765625
2021-06-23,4996.39990234375
2021-06-24,5066.2001953125
2021-06-25,5080.0
2021-06-28,5084.7998046875
2021-06-29,5105.0
2021-06-30,5194.60009765625
2021-07-01,5144.39990234375
2021-07-02,5198.39990234375
2021-07-05,5212.0
2021-07-06,5225.0
2021-07-07,5383.0
2021-07-08,5329.2001953125
2021-07-09,5230.0
2021-07-12,5279.0
2021-07-13,5276.0
2021-07-14,5201.7998046875
2021-07-15,5188.2001953125
2021-07-16,5168.60009765625
2021-07-19,5087.7998046875
2021-07-20,5117.0
2021-07-21,5132.2001953125
2021-07-22,5153.7998046875
2021-07-23,5148.0
2021-07-26,5177.0
2021-07-27,5009.7998046875
2021-07-28,5078.60009765625
2021-07-29,5036.2001953125
2021-07-30,4975.60009765625
2021-08-02,4980.0
2021-08-03,4921.39990234375
2021-08-04,4961.60009765625
2021-08-05,5022.0
2021-08-06,4929.60009765625
2021-08-09,4992.0
2021-08-10,4957.7998046875
2021-08-11,5043.0
2021-08-12,4990.0
2021-08-13,4971.7998046875
2021-08-16,5074.7998046875
2021-08-17,5096.0
2021-08-18,5070.7998046875
2021-08-19,5095.7998046875
2021-08-20,5054.39990234375
2021-08-23,5090.0
2021-08-24,5143.7998046875
2021-08-25,5128.7998046875
2021-08-26,5186.7998046875
2021-08-27,5309.7998046875
2021-08-30,5355.2001953125
2021-08-31,5577.0
2021-09-01,5725.2001953125
2021-09-02,5733.7998046875
2021-09-03,5697.7998046875
2021-09-06,5852.0
2021-09-07,5714.7998046875
2021-09-08,5675.0
2021-09-09,5727.0
2021-09-10,5877.7998046875
2021-09-13,5903.0
2021-09-14,5966.39990234375
2021-09-15,5885.0
2021-09-16,5903.60009765625
2021-09-17,5867.2001953125
2021-09-20,5810.39990234375
2021-09-21,5752.0
2021-09-22,5753.0
2021-09-23,5837.0
2021-09-24,5815.60009765625
2021-09-27,5945.60009765625
2021-09-28,5810.0
2021-09-29,5777.2001953125
2021-09-30,5795.7998046875
2021-10-01,5787.0
2021-10-04,5557.2001953125
2021-10-05,5608.60009765625
2021-10-06,5570.39990234375
2021-10-07,5738.0
2021-10-08,5677.2001953125
2021-10-11,5691.0
2021-10-12,5581.60009765625
2021-10-13,5562.0
2021-10-14,5530.0
2021-10-15,5450.39990234375
2021-10-18,5453.7998046875
2021-10-19,5463.0
2021-10-20,5458.7998046875
2021-10-21,5391.39990234375
2021-10-22,5336.39990234375
2021-10-25,5402.0
2021-10-26,5339.60009765625
2021-10-27,5615.0
2021-10-28,5835.39990234375
2021-10-29,5838.0
2021-11-01,5890.0
2021-11-02,5934.39990234375
2021-11-03,6014.7998046875
2021-11-05,6124.60009765625
2021-11-08,6190.39990234375
2021-11-09,6037.60009765625
2021-11-10,5951.0
2021-11-11,6003.0
2021-11-12,5934.0
2021-11-15,5937.0
2021-11-16,5949.2001953125
2021-11-17,5944.60009765625
2021-11-18,5949.7998046875
2021-11-19,6034.60009765625
2021-11-22,5558.0
2021-11-23,5629.60009765625
2021-11-24,5528.7998046875
2021-11-25,5550.7998046875
2021-11-26,5332.7998046875
2021-11-29,5392.0
2021-11-30,5328.7998046875
2021-12-01,5398.39990234375
2021-12-02,5270.0
2021-12-03,5166.39990234375
2021-12-06,5020.39990234375
2021-12-07,5099.0
2021-12-08,4935.60009765625
2021-12-09,4904.60009765625
2021-12-10,4699.2001953125
2021-12-13,4564.7998046875
2021-12-14,4588.0
2021-12-15,4490.60009765625
2021-12-16,4643.7998046875
2021-12-17,4688.0
2021-12-20,4501.0
2021-12-21,4569.60009765625
2021-12-22,4557.7998046875
2021-12-23,4406.39990234375
2021-12-24,4438.7998046875
2021-12-27,4454.0
2021-12-28,4488.39990234375
2021-12-29,4404.60009765625
2021-12-30,4527.0
