Date,Adj Close
2016-02-17,892.081
2016-02-18,902.5
2016-02-19,898.0
2016-02-20,901.0
2016-02-22,906.951
2016-02-24,908.456
2016-02-25,920.411
2016-02-26,925.5
2016-02-29,929.9
2016-03-01,943.0
2016-03-02,943.0
2016-03-03,948.748
2016-03-04,954.0
2016-03-07,970.0
2016-03-09,956.5
2016-03-10,956.302
2016-03-11,950.0
2016-03-14,945.1
2016-03-15,934.054
2016-03-16,939.999
2016-03-17,960.002
2016-03-18,973.999
2016-03-21,968.0
2016-03-22,967.968
2016-03-23,955.024
2016-03-24,950.0
2016-03-25,954.899
2016-03-28,951.638
2016-03-29,948.0
2016-03-30,956.5
2016-03-31,958.5
2016-04-01,957.0
2016-04-04,957.7
2016-04-05,948.0
2016-04-06,947.509
2016-04-07,938.2
2016-04-08,946.54
2016-04-11,949.0
2016-04-12,951.5
2016-04-13,951.2
2016-04-14,952.8
2016-04-15,950.0
2016-04-18,950.505
2016-04-19,956.5
2016-04-20,960.0
2016-04-21,956.276
2016-04-22,955.997
2016-04-25,951.07
2016-04-26,951.5
2016-04-27,956.9
2016-04-28,966.0
2016-04-29,981.0
2016-05-04,974.0
2016-05-05,974.02
2016-05-06,976.3
2016-05-10,974.0
2016-05-11,985.0
2016-05-12,984.0
2016-05-13,987.485
2016-05-16,985.22
2016-05-17,985.105
2016-05-18,981.5
2016-05-19,979.0
2016-05-20,983.9
2016-05-23,982.0
2016-05-24,983.5
2016-05-25,987.5
2016-05-26,986.999
2016-05-27,984.014
2016-05-30,986.5
2016-05-31,983.0
2016-06-01,974.5
2016-06-02,972.5
2016-06-03,983.281
2016-06-06,994.5
2016-06-07,995.5
2016-06-08,997.002
2016-06-09,996.133
2016-06-10,1002.575
2016-06-14,988.0
2016-06-15,993.175
2016-06-16,991.499
2016-06-17,992.878
2016-06-20,1002.443
2016-06-21,1001.0
2016-06-22,1000.5
2016-06-23,1003.501
2016-06-24,1001.2
2016-06-27,1005.79
2016-06-28,1010.832
2016-06-29,1013.0
2016-06-30,1023.0
2016-07-01,1025.0
2016-07-04,1024.0
2016-07-05,1016.128
2016-07-06,1017.833
2016-07-07,1016.637
2016-07-08,1015.493
2016-07-11,1013.5
2016-07-12,1016.209
2016-07-13,1011.5
2016-07-14,1012.448
2016-07-15,1010.0
2016-07-18,1005.0
2016-07-19,1001.502
2016-07-20,1001.011
2016-07-21,999.506
2016-07-22,994.0
2016-07-25,994.001
2016-07-26,991.0
2016-07-27,995.0
2016-07-28,997.5
2016-07-29,1008.0
2016-08-01,1006.51
2016-08-02,1006.0
2016-08-03,1004.5
2016-08-04,1007.998
2016-08-05,1011.0
2016-08-08,1020.0
2016-08-09,1021.0
2016-08-10,1027.0
2016-08-11,1023.5
2016-08-12,1018.5
2016-08-15,1020.0
2016-08-16,1019.0
2016-08-17,1017.0
2016-08-18,1020.5
2016-08-19,1021.5
2016-08-22,1018.595
2016-08-23,1022.483
2016-08-24,1020.0
2016-08-25,1023.0
2016-08-26,1024.5
2016-08-29,1023.3
2016-08-30,1025.01
2016-08-31,1031.001
2016-09-01,1029.102
2016-09-02,1035.0
2016-09-05,1035.0
2016-09-06,1038.502
2016-09-07,1046.0
2016-09-08,1051.0
2016-09-09,1039.0
2016-09-12,1035.882
2016-09-13,1036.001
2016-09-14,1036.8
2016-09-15,1033.901
2016-09-16,1025.012
2016-09-19,1023.502
2016-09-20,1024.0
2016-09-21,1033.0
2016-09-22,1033.5
2016-09-23,1032.99
2016-09-26,1031.0
2016-09-27,1028.885
2016-09-28,1028.5
2016-09-29,1032.324
2016-09-30,1029.4
2016-10-03,1039.983
2016-10-04,1036.99
2016-10-05,1032.2
2016-10-06,1029.172
2016-10-07,1026.005
2016-10-10,1022.006
2016-10-11,1018.012
2016-10-12,1016.659
2016-10-13,1016.463
2016-10-14,1017.998
2016-10-17,1002.0
2016-10-18,1006.5
2016-10-19,1015.501
2016-10-20,1014.374
2016-10-21,1014.512
2016-10-24,1018.827
2016-10-25,1017.5
2016-10-26,1014.996
2016-10-27,1005.0
2016-10-28,1003.949
2016-10-31,999.7
2016-11-01,1000.0
2016-11-02,995.999
2016-11-03,996.772
2016-11-07,1006.5
2016-11-08,1006.876
2016-11-09,1003.0
2016-11-10,987.5
2016-11-11,972.501
2016-11-14,978.986
2016-11-15,986.0
2016-11-16,978.0
2016-11-17,983.733
2016-11-18,982.749
2016-11-21,986.998
2016-11-22,986.883
2016-11-23,979.0
2016-11-24,981.0
2016-11-25,976.987
2016-11-28,976.0
2016-11-29,974.737
2016-11-30,978.49
2016-12-01,983.0
2016-12-02,983.0
2016-12-05,985.5
2016-12-06,986.66
2016-12-07,995.197
2016-12-08,997.51
2016-12-09,1000.3
2016-12-12,1005.299
2016-12-13,1005.001
2016-12-14,1003.024
2016-12-15,994.592
2016-12-16,997.0
2016-12-19,999.5
2016-12-20,999.564
2016-12-21,998.502
2016-12-22,1002.5
2016-12-23,1002.499
2016-12-26,1002.541
2016-12-27,1002.0
2016-12-28,1006.599
2016-12-29,1007.053
2016-12-30,1005.799
2017-01-03,1008.997
2017-01-04,1009.0
2017-01-05,1012.018
2017-01-06,1015.0
2017-01-09,1027.0
2017-01-10,1030.5
2017-01-11,1025.2
2017-01-12,1034.0
2017-01-13,1032.979
2017-01-16,1026.96
2017-01-17,1030.485
2017-01-18,1024.102
2017-01-19,1022.5
2017-01-20,1023.5
2017-01-23,1021.4
2017-01-24,1019.516
2017-01-25,1011.501
2017-01-26,1013.5
2017-01-27,1019.002
2017-01-30,1016.159
2017-01-31,1023.0
2017-02-01,1024.0
2017-02-02,1027.5
2017-02-03,1027.5
2017-02-06,1027.5
2017-02-07,1023.005
2017-02-08,1025.092
2017-02-09,1025.005
2017-02-10,1026.55
2017-02-13,1028.092
2017-02-14,1029.0
2017-02-15,1025.814
2017-02-16,1023.5
2017-02-17,1022.0
2017-02-20,1021.461
2017-02-21,1021.849
2017-02-22,1021.93
2017-02-24,1021.32
2017-02-27,1022.683
2017-02-28,1019.812
2017-03-01,1020.5
2017-03-02,1019.43
2017-03-03,1019.802
2017-03-06,1024.904
2017-03-07,1025.5
2017-03-09,1023.504
2017-03-10,1029.714
2017-03-13,1032.487
2017-03-14,1031.497
2017-03-15,1033.862
2017-03-16,1041.0
2017-03-17,1041.013
2017-03-20,1043.5
2017-03-21,1043.99
2017-03-22,1041.0
2017-03-23,1040.998
2017-03-24,1042.496
2017-03-27,1045.499
2017-03-28,1045.363
2017-03-29,1045.299
2017-03-30,1050.389
2017-03-31,1046.499
2017-04-03,1043.984
2017-04-04,1046.225
2017-04-05,1048.308
2017-04-06,1051.5
2017-04-07,1050.994
2017-04-10,1044.1
2017-04-11,1039.89
2017-04-12,1039.99
2017-04-13,1043.0
2017-04-14,1044.5
2017-04-17,1046.0
2017-04-18,1043.0
2017-04-19,1045.999
2017-04-20,1052.998
2017-04-21,1057.999
2017-04-24,1060.48
2017-04-25,1057.699
2017-04-26,1057.5
2017-04-27,1059.496
2017-04-28,1065.375
2017-05-02,1067.5
2017-05-03,1068.533
2017-05-04,1058.0
2017-05-05,1058.372
2017-05-10,1064.49
2017-05-11,1067.5
2017-05-12,1069.935
2017-05-15,1073.993
2017-05-16,1071.1
2017-05-17,1066.9
2017-05-18,1067.534
2017-05-19,1074.99
2017-05-22,1075.0
2017-05-23,1075.02
2017-05-24,1073.35
2017-05-25,1073.99
2017-05-26,1067.56
2017-05-29,1069.35
2017-05-30,1067.68
2017-05-31,1067.5
2017-06-01,1071.45
2017-06-02,1071.01
2017-06-05,1070.24
2017-06-06,1071.5
2017-06-07,1072.39
2017-06-08,1068.41
2017-06-09,1071.99
2017-06-13,1072.09
2017-06-14,1071.0
2017-06-15,1063.99
2017-06-16,1056.74
2017-06-19,1056.87
2017-06-20,1054.85
2017-06-21,1058.5
2017-06-22,1059.4
2017-06-23,1062.5
2017-06-26,1065.68
2017-06-27,1063.36
2017-06-28,1062.0
2017-06-29,1060.5
2017-06-30,1062.58
2017-07-03,1063.7
2017-07-04,1063.33
2017-07-05,1057.94
2017-07-06,1057.0
2017-07-07,1051.18
2017-07-10,1056.0
2017-07-11,1050.61
2017-07-12,1058.545
2017-07-13,1058.61
2017-07-14,1061.81
2017-07-17,1063.42
2017-07-18,1062.27
2017-07-19,1062.91
2017-07-20,1061.51
2017-07-21,1061.3
2017-07-24,1055.97
2017-07-25,1058.35
2017-07-26,1060.6
2017-07-27,1064.52
2017-07-28,1064.14
2017-07-31,1065.0
2017-08-01,1064.36
2017-08-02,1061.13
2017-08-03,1066.99
2017-08-04,1070.28
2017-08-07,1068.97
2017-08-08,1068.0
2017-08-09,1066.98
2017-08-10,1066.01
2017-08-11,1065.87
2017-08-14,1069.49
2017-08-15,1067.5
2017-08-16,1067.12
2017-08-17,1068.28
2017-08-18,1068.32
2017-08-21,1067.46
2017-08-22,1067.43
2017-08-23,1067.37
2017-08-24,1066.0
2017-08-25,1066.97
2017-08-28,1065.14
2017-08-29,1063.53
2017-08-30,1068.54
2017-08-31,1071.52
2017-09-01,1076.9
2017-09-04,1077.99
2017-09-05,1082.0
2017-09-06,1086.01
2017-09-07,1085.0
2017-09-08,1085.0
2017-09-11,1085.74
2017-09-12,1083.89
2017-09-13,1085.46
2017-09-14,1082.95
2017-09-15,1084.04
2017-09-18,1081.99
2017-09-19,1082.14
2017-09-20,1084.49
2017-09-21,1080.02
2017-09-22,1081.67
2017-09-25,1077.12
2017-09-26,1075.0
2017-09-27,1074.0
2017-09-28,1075.24
2017-09-29,1077.56
2017-10-02,1076.99
2017-10-03,1077.32
2017-10-04,1078.24
2017-10-05,1080.77
2017-10-06,1079.56
2017-10-09,1079.08
2017-10-10,1081.15
2017-10-11,1082.9
2017-10-12,1085.5
2017-10-13,1086.53
2017-10-16,1084.1
2017-10-17,1083.05
2017-10-18,1085.02
2017-10-19,1085.08
2017-10-20,1083.0
2017-10-23,1084.4
2017-10-24,1083.5
2017-10-25,1083.01
2017-10-26,1083.0
2017-10-27,1081.96
2017-10-30,1082.36
2017-10-31,1081.01
2017-11-01,1082.53
2017-11-02,1081.83
2017-11-03,1081.11
2017-11-07,1082.33
2017-11-08,1080.07
2017-11-09,1081.0
2017-11-10,1078.76
2017-11-13,1075.47
2017-11-14,1073.33
2017-11-15,1075.0
2017-11-16,1076.49
2017-11-17,1076.7
2017-11-20,1074.51
2017-11-21,1075.0
2017-11-22,1078.0
2017-11-23,1078.42
2017-11-24,1077.97
2017-11-27,1079.32
2017-11-28,1079.91
2017-11-29,1080.08
2017-11-30,1079.12
2017-12-01,1080.51
2017-12-04,1078.92
2017-12-05,1080.02
2017-12-06,1080.18
2017-12-07,1079.54
2017-12-08,1080.52
2017-12-11,1080.04
2017-12-12,1081.05
2017-12-13,1080.0
2017-12-14,1081.45
2017-12-15,1083.5
2017-12-18,1081.99
2017-12-19,1081.11
2017-12-20,1081.88
2017-12-21,1081.13
2017-12-22,1080.35
2017-12-25,1079.58
2017-12-26,1080.32
2017-12-27,1080.56
2017-12-28,1080.7
2017-12-29,1081.6
2018-01-03,1084.43
2018-01-04,1085.6
2018-01-05,1085.01
2018-01-09,1089.06
2018-01-10,1088.79
2018-01-11,1087.85
2018-01-12,1090.02
2018-01-15,1092.78
2018-01-16,1090.17
2018-01-17,1090.9
2018-01-18,1089.9
2018-01-19,1091.0
2018-01-22,1089.52
2018-01-23,1090.41
2018-01-24,1092.94
2018-01-25,1091.33
2018-01-26,1091.43
2018-01-29,1091.2
2018-01-30,1098.82
2018-01-31,1102.0
2018-02-01,1107.5
2018-02-02,1109.5
2018-02-05,1111.67
2018-02-06,1109.74
2018-02-07,1115.97
2018-02-08,1114.04
2018-02-09,1113.16
2018-02-12,1114.5
2018-02-13,1112.72
2018-02-14,1113.0
