Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,29.989580154418945,30.229576110839844,29.51958656311035,29.79958152770996,24.074283599853516,488176
2016-01-05,29.559585571289062,29.919580459594727,29.249589920043945,29.419588088989258,23.767297744750977,781530
2016-01-06,29.49958610534668,30.329574584960938,29.319589614868164,29.669584274291992,23.969261169433594,1757514
2016-01-11,28.99959373474121,29.399587631225586,28.499601364135742,28.799596786499023,23.26642608642578,1164776
2016-01-12,28.689598083496094,28.71959686279297,27.709611892700195,27.939607620239258,22.57166290283203,2171360
2016-01-13,28.289602279663086,28.47960090637207,27.639612197875977,27.649612426757812,22.337383270263672,2486044
2016-01-14,27.119619369506836,27.579612731933594,25.799638748168945,26.209632873535156,21.174062728881836,4980619
2016-01-15,26.389629364013672,26.449628829956055,24.609655380249023,25.469642639160156,20.57624626159668,4615204
2016-01-18,24.999649047851562,26.409629821777344,24.299659729003906,25.359643936157227,20.48737907409668,2100547
2016-01-19,25.519641876220703,26.129634857177734,25.0096492767334,25.119647979736328,20.293493270874023,2444505
2016-01-20,24.98965072631836,25.39964485168457,24.229660034179688,25.32964515686035,20.463144302368164,1500061
2016-01-21,25.489643096923828,25.879636764526367,25.02964973449707,25.41964340209961,20.535850524902344,2980081
2016-01-22,25.89963722229004,26.519628524780273,25.7496395111084,26.109634399414062,21.09327507019043,3110368
2016-01-25,26.989622116088867,26.989622116088867,25.769638061523438,25.779638290405273,20.82668113708496,3238835
2016-01-26,25.599641799926758,25.989635467529297,25.129648208618164,25.80963706970215,20.85091781616211,3357387
2016-01-27,25.969636917114258,26.1196346282959,25.729639053344727,25.739639282226562,20.79436683654785,2512015
2016-01-28,25.97963523864746,26.80962371826172,25.39964485168457,25.449642181396484,20.560087203979492,3579840
2016-01-29,25.78963851928711,25.799638748168945,24.999649047851562,25.15964698791504,20.325807571411133,2674857
2016-02-01,25.169647216796875,25.819637298583984,25.169647216796875,25.249645233154297,20.398515701293945,1840995
2016-02-02,25.06964874267578,25.499643325805664,25.06964874267578,25.319644927978516,20.45506477355957,1255984
2016-02-03,25.249645233154297,26.279632568359375,25.249645233154297,25.69964027404785,20.762052536010742,2668287
2016-02-04,26.45962905883789,26.45962905883789,25.78963851928711,26.15963363647461,21.133668899536133,2004908
2016-02-05,26.34963035583496,27.339616775512695,26.15963363647461,27.099620819091797,21.8930606842041,4284579
2016-02-08,27.36961555480957,27.80961036682129,26.799623489379883,27.19961929321289,21.973846435546875,4855417
2016-02-09,27.14961814880371,27.359615325927734,25.499643325805664,25.849637985229492,20.88323402404785,7364103
2016-02-10,25.60964012145996,25.859636306762695,25.26964569091797,25.54964256286621,20.640872955322266,3013032
2016-02-11,25.54964256286621,25.56964111328125,24.61965560913086,24.93964958190918,20.1480770111084,3180864
2016-02-12,25.099647521972656,25.259645462036133,24.849651336669922,24.89965057373047,20.11576271057129,2946261
2016-02-15,25.17964744567871,25.369644165039062,24.89965057373047,24.999649047851562,20.196550369262695,1860316
2016-02-16,25.199647903442383,25.409643173217773,24.949649810791016,25.119647979736328,20.293493270874023,1578532
2016-02-17,24.999649047851562,25.78963851928711,24.98965072631836,25.469642639160156,20.57624626159668,2480834
2016-02-18,25.43964385986328,25.97963523864746,25.259645462036133,25.849637985229492,20.88323402404785,1902926
2016-02-19,25.799638748168945,25.799638748168945,25.319644927978516,25.45964241027832,20.568166732788086,984223
2016-02-22,25.589641571044922,25.819637298583984,25.409643173217773,25.489643096923828,20.5924015045166,558307
